Country,League,Season,Date,Homeoraway,Team,HTTeamGoals,TeamGoals,TeamShots,TeamShotsOnTarget,TeamFouls,TeamCorners,TeamYellow,TeamRed,Opponent,HTOpponentGoals,OpponentGoals,OpponentShots,OpponentShotOnTarget,OpponentFouls,OpponentCorners,OpponentYellow,OpponentRed,FavouriteResult,HTResult,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,OddsOver2.5Goals,OddsUnder2.5Goals,FavouriteOU2.5,ResultBetWin,ResultBetDraw,ResultBetLose,ResultBetOver2.5,ResultBetUnder2.5
ITALY,SERIAA,17/18,18/02/18,Home,Benevento,1,3,16,8,14,7,5,0,Crotone,1,2,19,3,10,4,2,0,Favourite,Draw,Win,5,2.54,3.2,2.89,2.15,1.69,FavUnder,1.54,-1,-1,1.15,-1
ITALY,SERIAA,17/18,18/02/18,Home,Bologna,1,2,10,6,12,2,1,0,Sassuolo,1,1,19,6,19,9,4,1,Favourite,Draw,Win,3,2.54,3.2,2.87,2.15,1.69,FavUnder,1.54,-1,-1,1.15,-1
ITALY,SERIAA,17/18,18/02/18,Home,Milan,1,1,20,8,13,11,1,0,Sampdoria,0,0,9,2,15,1,3,0,Favourite,Win,Win,1,1.72,4,4.5,1.68,2.17,FavOver,0.72,-1,-1,-1,1.17
ITALY,SERIAA,17/18,18/02/18,Home,Napoli,1,1,19,5,10,10,1,0,Spal,0,0,4,1,11,1,4,0,Favourite,Win,Win,1,1.14,8,23,1.4,2.88,FavOver,0.14,-1,-1,-1,1.88
ITALY,SERIAA,17/18,19/02/18,Home,Lazio,0,2,33,10,7,11,0,0,Verona,0,0,5,0,10,2,1,0,Favourite,Draw,Win,2,1.16,7.5,17,1.34,3.2,FavOver,0.16,-1,-1,-1,2.2
ITALY,SERIAA,17/18,24/02/18,Home,Bologna,0,2,7,4,9,2,2,0,Genoa,0,0,16,3,12,8,0,0,NotFavourite,Draw,Win,2,2.89,3,2.7,2.42,1.55,FavUnder,1.89,-1,-1,-1,0.55
ITALY,SERIAA,17/18,24/02/18,Home,Inter,0,2,9,4,15,6,2,0,Benevento,0,0,10,1,14,2,3,1,Favourite,Draw,Win,2,1.25,6,11,1.49,2.59,FavOver,0.25,-1,-1,-1,1.59
ITALY,SERIAA,17/18,25/02/18,Home,Fiorentina,1,1,14,5,16,9,1,0,Chievo,0,0,5,2,17,10,1,0,Favourite,Win,Win,1,1.5,4.2,7,1.75,2.06,FavOver,0.5,-1,-1,-1,1.06
ITALY,SERIAA,17/18,25/02/18,Home,Sampdoria,1,2,14,3,11,5,2,0,Udinese,0,1,16,4,16,4,2,0,Favourite,Win,Win,3,1.9,3.5,4.2,1.9,1.9,FavUnder,0.9,-1,-1,0.9,-1
ITALY,SERIAA,17/18,25/02/18,Home,Verona,1,2,7,4,12,7,3,0,Torino,0,1,12,2,19,7,1,0,NotFavourite,Win,Win,3,5.25,3.79,1.66,1.72,2.1,FavOver,4.25,-1,-1,0.72,-1
ITALY,SERIAA,17/18,03/03/18,Home,Spal,0,1,11,1,12,4,5,1,Bologna,0,0,6,0,15,4,3,1,Favourite,Draw,Win,1,2.39,3.2,3.2,2.28,1.62,FavUnder,1.39,-1,-1,-1,0.62
ITALY,SERIAA,17/18,09/03/18,Home,Roma,0,3,15,5,8,13,1,0,Torino,0,0,10,3,21,6,2,0,Favourite,Draw,Win,3,1.61,4.2,5.25,1.64,2.25,FavOver,0.61,-1,-1,0.64,-1
ITALY,SERIAA,17/18,10/03/18,Home,Verona,0,1,7,2,11,3,4,0,Chievo,0,0,10,2,16,4,6,0,NotFavourite,Draw,Win,1,3.39,3.29,2.2,2.05,1.76,FavUnder,2.39,-1,-1,-1,0.76
ITALY,SERIAA,17/18,11/03/18,Home,Cagliari,1,2,5,4,13,1,2,0,Lazio,1,2,12,4,10,4,4,0,NotFavourite,Draw,Draw,4,5.25,3.75,1.66,1.78,2.02,FavOver,-1,2.75,-1,0.78,-1
ITALY,SERIAA,17/18,11/03/18,Home,Crotone,3,4,14,8,16,3,1,0,Sampdoria,0,1,11,2,20,10,2,0,NotFavourite,Win,Win,5,3.25,3.25,2.29,2.03,1.78,FavUnder,2.25,-1,-1,1.03,-1
ITALY,SERIAA,17/18,11/03/18,Home,Fiorentina,1,1,14,5,11,8,2,0,Benevento,0,0,11,3,8,9,3,0,Favourite,Win,Win,1,1.36,5,8.5,1.6,2.31,FavOver,0.36,-1,-1,-1,1.31
ITALY,SERIAA,17/18,11/03/18,Home,Inter,0,0,3,1,9,2,1,0,Napoli,0,0,11,2,10,3,3,0,NotFavourite,Draw,Draw,0,4,3.39,1.95,1.98,1.82,FavUnder,-1,2.39,-1,-1,0.82
ITALY,SERIAA,17/18,11/03/18,Home,Juventus,1,2,11,4,7,5,1,0,Udinese,0,0,5,1,9,3,2,0,Favourite,Win,Win,2,1.22,6.5,13,1.83,1.97,FavOver,0.22,-1,-1,-1,0.97
ITALY,SERIAA,17/18,11/03/18,Home,Sassuolo,1,1,15,4,13,9,3,0,Spal,1,1,6,2,14,3,3,0,Favourite,Draw,Draw,2,2,3.2,4,2.21,1.66,FavUnder,-1,2.2,-1,-1,0.66
ITALY,SERIAA,17/18,14/03/18,Home,Juventus,1,2,15,3,8,3,3,0,Atalanta,0,0,8,0,23,8,5,1,Favourite,Win,Win,2,1.39,4.5,8.5,2.02,1.79,FavUnder,0.39,-1,-1,-1,0.79
ITALY,SERIAA,17/18,17/03/18,Home,Spal,0,0,3,0,15,3,5,0,Juventus,0,0,12,3,16,7,2,0,NotFavourite,Draw,Draw,0,13,5,1.3,1.97,1.83,FavUnder,-1,4,-1,-1,0.83
ITALY,SERIAA,17/18,18/03/18,Home,Lazio,1,1,21,4,7,5,2,0,Bologna,1,1,10,3,9,3,2,0,Favourite,Draw,Draw,2,1.33,4.75,9.5,1.72,2.11,FavOver,-1,3.75,-1,-1,1.11
ITALY,SERIAA,17/18,18/03/18,Home,Milan,1,3,18,6,13,10,3,0,Chievo,2,2,6,2,18,1,5,0,Favourite,Lose,Win,5,1.36,4.75,9.5,1.92,1.88,FavUnder,0.36,-1,-1,0.92,-1
ITALY,SERIAA,17/18,18/03/18,Home,Napoli,0,1,16,4,7,8,1,0,Genoa,0,0,12,3,11,3,2,0,Favourite,Draw,Win,1,1.19,6.5,13,1.65,2.22,FavOver,0.19,-1,-1,-1,1.22
ITALY,SERIAA,17/18,31/03/18,Home,Atalanta,0,2,23,7,9,10,1,0,Udinese,0,0,9,2,10,6,2,0,Favourite,Draw,Win,2,1.44,4.2,7.5,1.88,1.91,FavOver,0.44,-1,-1,-1,0.91
ITALY,SERIAA,17/18,31/03/18,Home,Bologna,1,1,6,1,14,3,3,0,Roma,0,1,17,5,7,11,1,0,NotFavourite,Win,Draw,2,4.75,3.75,1.7,1.81,1.98,FavOver,-1,2.75,-1,-1,0.98
ITALY,SERIAA,17/18,31/03/18,Home,Chievo,0,2,7,4,15,2,3,0,Sampdoria,1,1,15,7,11,6,2,0,Favourite,Lose,Win,3,2.29,3.29,3.1,1.9,1.89,FavUnder,1.29,-1,-1,0.9,-1
ITALY,SERIAA,17/18,31/03/18,Home,Fiorentina,1,2,15,6,21,6,4,0,Crotone,0,0,6,2,10,3,5,1,Favourite,Win,Win,2,1.44,4.5,6.5,1.82,1.98,FavOver,0.44,-1,-1,-1,0.98
ITALY,SERIAA,17/18,31/03/18,Home,Genoa,1,1,15,2,26,7,4,0,Spal,0,1,7,4,13,2,2,1,Favourite,Win,Draw,2,1.95,3.29,4,2.51,1.52,FavUnder,-1,2.29,-1,-1,0.52
ITALY,SERIAA,17/18,31/03/18,Home,Inter,2,3,23,4,7,5,1,0,Verona,0,0,8,1,11,3,3,1,Favourite,Win,Win,3,1.14,7.5,17,1.39,2.94,FavOver,0.14,-1,-1,0.39,-1
ITALY,SERIAA,17/18,31/03/18,Home,Juventus,1,3,7,4,9,2,1,0,Milan,1,1,10,5,17,3,3,0,Favourite,Draw,Win,4,1.66,3.6,5.5,2.16,1.68,FavUnder,0.66,-1,-1,1.16,-1
ITALY,SERIAA,17/18,31/03/18,Home,Lazio,1,6,27,14,14,8,0,0,Benevento,1,2,6,3,11,2,4,1,Favourite,Draw,Win,8,1.16,7,15,1.39,2.91,FavOver,0.16,-1,-1,0.39,-1
ITALY,SERIAA,17/18,31/03/18,Home,Sassuolo,1,1,10,4,16,4,5,0,Napoli,0,1,12,4,10,5,2,0,NotFavourite,Win,Draw,2,8.5,4.75,1.36,1.7,2.13,FavOver,-1,3.75,-1,-1,1.13
ITALY,SERIAA,17/18,03/04/18,Home,Genoa,0,2,8,2,22,4,2,0,Cagliari,0,1,9,4,17,3,4,0,Favourite,Draw,Win,3,1.8,3.39,5,2.38,1.57,FavUnder,0.8,-1,-1,1.38,-1
ITALY,SERIAA,17/18,04/04/18,Home,Benevento,1,3,22,15,13,9,2,0,Verona,0,0,3,0,25,2,2,0,Favourite,Win,Win,3,1.8,3.79,4.33,1.69,2.16,FavOver,0.8,-1,-1,0.69,-1
ITALY,SERIAA,17/18,04/04/18,Home,Chievo,0,1,6,2,22,2,4,0,Sassuolo,0,1,12,4,7,1,2,2,Favourite,Draw,Draw,2,2.7,3,2.87,2.33,1.59,FavUnder,-1,2,-1,-1,0.59
ITALY,SERIAA,17/18,04/04/18,Home,Milan,0,0,13,3,10,7,1,0,Inter,0,0,14,2,13,4,4,0,NotFavourite,Draw,Draw,0,2.75,3.2,2.7,2.1,1.73,FavUnder,-1,2.2,-1,-1,0.73
ITALY,SERIAA,17/18,04/04/18,Home,Torino,3,4,9,5,14,3,1,0,Crotone,0,1,12,2,13,3,1,0,Favourite,Win,Win,5,1.53,4,7,1.88,1.92,FavOver,0.53,-1,-1,0.88,-1
ITALY,SERIAA,17/18,07/04/18,Home,Sampdoria,0,0,18,4,10,5,1,0,Genoa,0,0,7,2,13,1,2,0,NotFavourite,Draw,Draw,0,2.7,3.2,2.7,2.08,1.74,FavUnder,-1,2.2,-1,-1,0.74
ITALY,SERIAA,17/18,07/04/18,Home,Spal,1,1,8,4,10,3,3,0,Atalanta,0,1,19,6,24,3,2,0,NotFavourite,Win,Draw,2,4.5,3.5,1.85,2.01,1.79,FavUnder,-1,2.5,-1,-1,0.79
ITALY,SERIAA,17/18,08/04/18,Home,Crotone,1,1,6,5,16,1,2,0,Bologna,0,0,11,1,20,5,4,0,Favourite,Win,Win,1,2.37,3.1,3.25,2.26,1.63,FavUnder,1.37,-1,-1,-1,0.63
ITALY,SERIAA,17/18,08/04/18,Home,Milan,0,1,22,8,15,12,3,0,Sassuolo,0,1,8,3,10,3,2,0,Favourite,Draw,Draw,2,1.44,4.5,6.5,1.84,1.96,FavOver,-1,3.5,-1,-1,0.96
ITALY,SERIAA,17/18,08/04/18,Home,Napoli,0,2,31,12,7,14,2,0,Chievo,0,1,4,2,12,0,3,0,Favourite,Draw,Win,3,1.16,7.5,17,1.56,2.39,FavOver,0.16,-1,-1,0.56,-1
ITALY,SERIAA,17/18,08/04/18,Home,Torino,1,1,10,3,5,1,2,0,Inter,0,0,15,8,16,16,3,0,NotFavourite,Win,Win,1,3.6,3.39,2.1,1.89,1.9,FavOver,2.6,-1,-1,-1,0.9
ITALY,SERIAA,17/18,08/04/18,Home,Verona,1,1,11,4,18,2,4,0,Cagliari,0,0,10,3,13,9,1,0,NotFavourite,Win,Win,1,3.39,3.29,2.2,1.96,1.85,FavUnder,2.39,-1,-1,-1,0.85
ITALY,SERIAA,17/18,14/04/18,Home,Atalanta,0,0,16,4,14,8,4,0,Inter,0,0,10,2,5,4,2,0,NotFavourite,Draw,Draw,0,2.7,3.29,2.62,2.06,1.75,FavUnder,-1,2.29,-1,-1,0.75
ITALY,SERIAA,17/18,14/04/18,Home,Cagliari,1,2,12,3,11,7,2,0,Udinese,1,1,7,1,12,3,3,0,Favourite,Draw,Win,3,2.39,3.2,3.1,2.14,1.7,FavUnder,1.39,-1,-1,1.14,-1
ITALY,SERIAA,17/18,14/04/18,Home,Chievo,0,0,6,0,15,4,2,1,Torino,0,0,12,3,11,4,0,0,NotFavourite,Draw,Draw,0,3.29,3.29,2.25,2.02,1.79,FavUnder,-1,2.29,-1,-1,0.79
ITALY,SERIAA,17/18,14/04/18,Home,Genoa,1,1,17,5,21,5,2,0,Crotone,0,0,10,1,15,4,3,0,Favourite,Win,Win,1,1.85,3.39,4.75,2.33,1.59,FavUnder,0.85,-1,-1,-1,0.59
ITALY,SERIAA,17/18,15/04/18,Home,Bologna,1,2,14,6,17,3,3,0,Verona,0,0,8,1,15,4,2,0,Favourite,Win,Win,2,1.61,3.75,6,1.95,1.85,FavUnder,0.61,-1,-1,-1,0.85
ITALY,SERIAA,17/18,15/04/18,Home,Fiorentina,0,0,24,6,14,8,2,0,Spal,0,0,4,1,8,4,2,0,Favourite,Draw,Draw,0,1.5,4,7.5,1.99,1.82,FavUnder,-1,3,-1,-1,0.82
ITALY,SERIAA,17/18,15/04/18,Home,Juventus,1,3,16,5,8,6,2,0,Sampdoria,0,0,8,3,6,8,0,0,Favourite,Win,Win,3,1.19,6.5,15,1.52,2.47,FavOver,0.19,-1,-1,0.52,-1
ITALY,SERIAA,17/18,15/04/18,Home,Lazio,0,0,7,1,14,7,4,1,Roma,0,0,10,1,13,2,2,0,NotFavourite,Draw,Draw,0,2.79,3.39,2.5,1.67,2.18,FavOver,-1,2.39,-1,-1,1.18
ITALY,SERIAA,17/18,15/04/18,Home,Milan,0,0,13,2,10,11,2,0,Napoli,0,0,15,4,6,8,2,0,NotFavourite,Draw,Draw,0,4.5,3.5,1.85,1.93,1.86,FavUnder,-1,2.5,-1,-1,0.86
ITALY,SERIAA,17/18,15/04/18,Home,Sassuolo,1,2,15,3,12,7,3,0,Benevento,1,2,10,2,23,1,2,0,Favourite,Draw,Draw,4,1.66,3.79,5.25,1.77,2.03,FavOver,-1,2.79,-1,0.77,-1
ITALY,SERIAA,17/18,17/04/18,Home,Inter,1,4,20,9,7,10,1,0,Cagliari,0,0,0,0,10,2,1,0,Favourite,Win,Win,4,1.19,7,15,1.65,2.22,FavOver,0.19,-1,-1,0.65,-1
ITALY,SERIAA,17/18,18/04/18,Home,Crotone,0,1,9,3,9,2,1,0,Juventus,1,1,13,4,12,7,2,0,NotFavourite,Lose,Draw,2,10,5,1.33,1.97,1.83,FavUnder,-1,4,-1,-1,0.83
ITALY,SERIAA,17/18,18/04/18,Home,Napoli,1,4,18,9,7,8,1,0,Udinese,1,2,19,5,12,7,2,0,Favourite,Draw,Win,6,1.18,7,17,1.51,2.52,FavOver,0.18,-1,-1,0.51,-1
ITALY,SERIAA,17/18,18/04/18,Home,Roma,1,2,15,6,10,7,0,0,Genoa,0,1,5,1,10,3,1,0,Favourite,Win,Win,3,1.44,4.5,7.5,1.82,1.98,FavOver,0.44,-1,-1,0.82,-1
ITALY,SERIAA,17/18,18/04/18,Home,Sampdoria,0,1,16,2,11,6,1,0,Bologna,0,0,11,2,12,6,3,0,Favourite,Draw,Win,1,1.85,3.6,4.33,1.81,1.99,FavOver,0.85,-1,-1,-1,0.99
ITALY,SERIAA,17/18,18/04/18,Home,Spal,0,0,9,1,12,6,1,0,Chievo,0,0,6,0,24,2,2,0,Favourite,Draw,Draw,0,2.2,3.1,3.7,2.4,1.56,FavUnder,-1,2.1,-1,-1,0.56
ITALY,SERIAA,17/18,18/04/18,Home,Torino,0,1,12,5,21,6,4,1,Milan,1,1,9,5,13,6,3,0,NotFavourite,Lose,Draw,2,3.1,3.29,2.37,2.03,1.77,FavUnder,-1,2.29,-1,-1,0.77
ITALY,SERIAA,17/18,21/04/18,Home,Sassuolo,1,1,10,6,22,4,6,0,Fiorentina,0,0,6,1,20,2,4,1,NotFavourite,Win,Win,1,3.25,3.29,2.29,2.02,1.79,FavUnder,2.25,-1,-1,-1,0.79
ITALY,SERIAA,17/18,22/04/18,Home,Atalanta,0,2,22,8,19,11,2,0,Torino,0,1,10,1,18,4,2,0,Favourite,Draw,Win,3,1.57,4,6,1.74,2.07,FavOver,0.57,-1,-1,0.74,-1
ITALY,SERIAA,17/18,22/04/18,Home,Cagliari,0,0,13,2,15,7,3,0,Bologna,0,0,5,2,13,1,5,0,Favourite,Draw,Draw,0,2,3.39,3.89,2.15,1.69,FavUnder,-1,2.39,-1,-1,0.69
ITALY,SERIAA,17/18,22/04/18,Home,Lazio,2,4,15,9,11,8,1,0,Sampdoria,0,0,6,2,8,4,2,0,Favourite,Win,Win,4,1.3,6,9,1.42,2.78,FavOver,0.3,-1,-1,0.42,-1
ITALY,SERIAA,17/18,23/04/18,Home,Genoa,1,3,18,8,13,8,2,0,Verona,0,1,13,3,10,2,3,0,Favourite,Win,Win,4,1.44,4.2,8.5,1.99,1.81,FavUnder,0.44,-1,-1,0.99,-1
ITALY,SERIAA,17/18,28/04/18,Home,Roma,2,4,15,7,12,3,2,1,Chievo,0,1,12,6,10,7,2,0,Favourite,Win,Win,5,1.36,4.75,10,1.71,2.12,FavOver,0.36,-1,-1,0.71,-1
ITALY,SERIAA,17/18,29/04/18,Home,Atalanta,2,3,13,6,13,1,3,0,Genoa,0,1,12,3,6,7,1,0,Favourite,Win,Win,4,1.33,5,10,1.87,1.93,FavOver,0.33,-1,-1,0.87,-1
ITALY,SERIAA,17/18,29/04/18,Home,Benevento,1,3,12,6,11,4,4,1,Udinese,1,3,15,6,19,4,3,0,NotFavourite,Draw,Draw,6,3.6,3.5,2.04,1.84,1.95,FavOver,-1,2.5,-1,0.84,-1
ITALY,SERIAA,17/18,29/04/18,Home,Crotone,3,4,11,7,15,4,3,0,Sassuolo,1,1,14,6,8,6,1,0,Favourite,Win,Win,5,2.2,3.25,3.5,2.24,1.64,FavUnder,1.2,-1,-1,1.24,-1
ITALY,SERIAA,17/18,29/04/18,Home,Fiorentina,1,3,28,10,17,2,3,0,Napoli,0,0,4,1,10,3,5,1,NotFavourite,Win,Win,3,6.5,4.33,1.5,1.76,2.05,FavOver,5.5,-1,-1,0.76,-1
ITALY,SERIAA,17/18,29/04/18,Home,Sampdoria,3,4,15,6,8,6,1,0,Cagliari,0,1,6,2,15,2,7,1,Favourite,Win,Win,5,1.85,3.6,4.2,1.91,1.88,FavUnder,0.85,-1,-1,0.91,-1
ITALY,SERIAA,17/18,05/05/18,Home,Juventus,0,3,15,6,12,5,2,0,Bologna,1,1,6,3,13,2,3,0,Favourite,Lose,Win,4,1.14,8.5,19,1.52,2.48,FavOver,0.14,-1,-1,0.52,-1
ITALY,SERIAA,17/18,05/05/18,Home,Milan,2,4,17,10,9,5,1,0,Verona,0,1,8,2,10,4,0,0,Favourite,Win,Win,5,1.16,7.5,17,1.36,3.08,FavOver,0.16,-1,-1,0.36,-1
ITALY,SERIAA,17/18,06/05/18,Home,Chievo,1,2,11,3,15,8,5,0,Crotone,0,1,13,3,14,4,1,0,Favourite,Win,Win,3,2.29,3.2,3.25,2.36,1.57,FavUnder,1.29,-1,-1,1.36,-1
ITALY,SERIAA,17/18,06/05/18,Home,Lazio,1,1,13,2,7,6,3,0,Atalanta,1,1,20,6,8,9,2,0,Favourite,Draw,Draw,2,2.04,3.6,3.5,1.73,2.1,FavOver,-1,2.6,-1,-1,1.1
ITALY,SERIAA,17/18,06/05/18,Home,Napoli,1,2,19,5,10,4,1,0,Torino,0,2,5,2,20,2,4,0,Favourite,Win,Draw,4,1.22,6.5,13,1.43,2.76,FavOver,-1,5.5,-1,0.43,-1
ITALY,SERIAA,17/18,06/05/18,Home,Sassuolo,0,1,18,7,7,9,1,0,Sampdoria,0,0,2,0,21,6,1,0,Favourite,Draw,Win,1,2.29,3.25,3.25,1.83,1.97,FavOver,1.29,-1,-1,-1,0.97
ITALY,SERIAA,17/18,06/05/18,Home,Spal,1,2,6,4,16,1,2,0,Benevento,0,0,12,3,22,4,2,0,Favourite,Win,Win,2,1.5,4.33,6.5,1.64,2.24,FavOver,0.5,-1,-1,-1,1.24
ITALY,SERIAA,17/18,12/05/18,Home,Benevento,0,1,14,3,17,6,1,0,Genoa,0,0,13,5,7,3,1,0,NotFavourite,Draw,Win,1,2.62,3.5,2.62,1.6,2.3,FavOver,1.62,-1,-1,-1,1.3
ITALY,SERIAA,17/18,13/05/18,Home,Atalanta,0,1,24,5,21,3,6,1,Milan,0,1,5,2,10,8,6,1,Favourite,Draw,Draw,2,1.9,3.6,4,1.81,1.98,FavOver,-1,2.6,-1,-1,0.98
ITALY,SERIAA,17/18,13/05/18,Home,Crotone,1,2,6,3,12,2,1,0,Lazio,1,2,18,7,15,9,3,0,NotFavourite,Draw,Draw,4,4,3.5,1.95,1.7,2.13,FavOver,-1,2.5,-1,0.7,-1
ITALY,SERIAA,17/18,13/05/18,Home,Roma,0,0,9,2,10,4,2,1,Juventus,0,0,7,0,13,3,2,0,Favourite,Draw,Draw,0,2.37,3,3.39,2.06,1.74,FavUnder,-1,2,-1,-1,0.74
ITALY,SERIAA,17/18,13/05/18,Home,Torino,0,2,18,10,16,4,2,0,Spal,1,1,10,4,14,6,5,0,Favourite,Lose,Win,3,2.29,3.29,3.2,1.71,2.11,FavOver,1.29,-1,-1,0.71,-1
ITALY,SERIAA,17/18,19/05/18,Home,Juventus,0,2,26,13,13,11,0,0,Verona,0,1,9,3,11,5,2,0,Favourite,Draw,Win,3,1.1,11,21,1.23,3.99,FavOver,0.1,-1,-1,0.23,-1
ITALY,SERIAA,17/18,20/05/18,Home,Cagliari,0,1,6,4,17,5,3,0,Atalanta,0,0,12,4,14,11,1,0,NotFavourite,Draw,Win,1,3.1,3.6,2.25,1.65,2.2,FavOver,2.1,-1,-1,-1,1.2
ITALY,SERIAA,17/18,20/05/18,Home,Chievo,0,1,8,5,13,2,1,0,Benevento,0,0,12,1,9,4,0,0,Favourite,Draw,Win,1,1.53,4.5,5.75,1.48,2.58,FavOver,0.53,-1,-1,-1,1.58
ITALY,SERIAA,17/18,20/05/18,Home,Milan,2,5,18,11,10,6,2,0,Fiorentina,1,1,9,3,5,1,1,1,Favourite,Win,Win,6,1.83,3.8,4.2,1.58,2.35,FavOver,0.83,-1,-1,0.58,-1
ITALY,SERIAA,17/18,20/05/18,Home,Napoli,2,2,19,9,3,6,0,0,Crotone,0,1,9,4,9,9,0,0,Favourite,Win,Win,3,1.5,4.75,5.75,1.42,2.78,FavOver,0.5,-1,-1,0.42,-1
ITALY,SERIAA,17/18,20/05/18,Home,Spal,1,3,16,6,10,5,1,0,Sampdoria,0,1,9,3,11,3,4,0,Favourite,Win,Win,4,1.61,4,5.5,1.67,2.18,FavOver,0.61,-1,-1,0.67,-1
ITALY,SERIAA,17/18,20/05/18,Home,Udinese,1,1,20,5,9,10,0,0,Bologna,0,0,8,5,11,2,2,0,Favourite,Win,Win,1,1.53,4.33,6,1.66,2.19,FavOver,0.53,-1,-1,-1,1.19
ITALY,SERIAA,17/18,19/08/17,Away,Napoli,2,3,22,12,9,6,2,1,Verona,0,1,12,4,7,3,2,0,Favourite,Win,Win,4,1.4,4.75,8,1.61,2.29,FavOver,0.4,-1,-1,0.61,-1
ITALY,SERIAA,17/18,20/08/17,Away,Roma,1,1,6,1,16,1,2,0,Atalanta,0,0,14,6,14,4,1,0,Favourite,Win,Win,1,2.3,3.3,3.2,1.76,2.06,FavOver,1.3,-1,-1,-1,1.06
ITALY,SERIAA,17/18,20/08/17,Away,Torino,1,1,9,3,10,8,1,0,Bologna,1,1,13,3,18,0,2,0,Favourite,Draw,Draw,2,2.38,3.3,3.1,2.07,1.75,FavUnder,-1,2.3,-1,-1,0.75
ITALY,SERIAA,17/18,20/08/17,Away,Milan,3,3,19,10,14,9,3,0,Crotone,0,0,6,2,9,2,1,1,Favourite,Win,Win,3,1.57,4,6,1.75,2.06,FavOver,0.57,-1,-1,0.75,-1
ITALY,SERIAA,17/18,20/08/17,Away,Spal,0,0,9,2,4,5,2,0,Lazio,0,0,23,13,20,9,2,0,NotFavourite,Draw,Draw,0,11,5.5,1.29,1.67,2.18,FavOver,-1,4.5,-1,-1,1.18
ITALY,SERIAA,17/18,20/08/17,Away,Genoa,0,0,12,4,28,5,3,0,Sassuolo,0,0,14,3,16,2,2,0,NotFavourite,Draw,Draw,0,3.5,3.25,2.2,1.96,1.85,FavUnder,-1,2.25,-1,-1,0.85
ITALY,SERIAA,17/18,20/08/17,Away,Chievo,1,2,10,3,10,4,2,0,Udinese,1,1,18,5,11,5,2,0,NotFavourite,Draw,Win,3,3.8,3.2,2.1,2.23,1.65,FavUnder,2.8,-1,-1,1.23,-1
ITALY,SERIAA,17/18,26/08/17,Away,Bologna,0,1,14,4,13,2,3,0,Benevento,0,0,15,5,10,6,1,0,NotFavourite,Draw,Win,1,2.75,3.2,2.7,2.18,1.67,FavUnder,1.75,-1,-1,-1,0.67
ITALY,SERIAA,17/18,26/08/17,Away,Juventus,2,4,17,7,8,4,3,0,Genoa,2,2,9,3,13,1,4,0,Favourite,Draw,Win,6,1.4,4.5,9,1.84,1.96,FavOver,0.4,-1,-1,0.84,-1
ITALY,SERIAA,17/18,26/08/17,Away,Inter,0,3,14,8,8,6,1,0,Roma,1,1,18,3,12,12,1,0,NotFavourite,Lose,Win,4,3,3.5,2.3,1.63,2.26,FavOver,2,-1,-1,0.63,-1
ITALY,SERIAA,17/18,27/08/17,Away,Lazio,1,2,13,3,8,6,1,0,Chievo,1,1,13,5,8,9,1,0,Favourite,Draw,Win,3,2.2,3.2,3.5,2,1.81,FavUnder,1.2,-1,-1,1,-1
ITALY,SERIAA,17/18,27/08/17,Away,Verona,0,0,5,0,11,3,3,0,Crotone,0,0,13,4,13,1,1,0,NotFavourite,Draw,Draw,0,2.88,3.2,2.5,2.19,1.67,FavUnder,-1,2.2,-1,-1,0.67
ITALY,SERIAA,17/18,27/08/17,Away,Sampdoria,2,2,12,5,11,7,4,0,Fiorentina,0,1,25,10,20,14,3,0,NotFavourite,Win,Win,3,4.5,3.5,1.8,1.76,2.05,FavOver,3.5,-1,-1,0.76,-1
ITALY,SERIAA,17/18,10/09/17,Away,Torino,0,1,16,6,22,10,2,0,Benevento,0,0,15,5,13,2,2,0,Favourite,Draw,Win,1,1.83,3.75,4.33,1.71,2.12,FavOver,0.83,-1,-1,-1,1.12
ITALY,SERIAA,17/18,10/09/17,Away,Napoli,0,3,17,7,16,7,1,0,Bologna,0,0,5,2,10,5,5,0,Favourite,Draw,Win,3,1.33,5,10,1.6,2.31,FavOver,0.33,-1,-1,0.6,-1
ITALY,SERIAA,17/18,10/09/17,Away,Fiorentina,3,5,20,10,11,6,1,0,Verona,0,0,14,2,12,8,2,0,Favourite,Win,Win,5,2.2,3.3,3.4,1.91,1.89,FavUnder,1.2,-1,-1,0.91,-1
ITALY,SERIAA,17/18,16/09/17,Away,Inter,0,2,7,3,6,6,2,0,Crotone,0,0,12,4,10,8,1,0,Favourite,Draw,Win,2,1.33,5,10,1.64,2.23,FavOver,0.33,-1,-1,-1,1.23
ITALY,SERIAA,17/18,17/09/17,Away,Atalanta,0,1,10,6,11,5,0,0,Chievo,0,1,15,4,13,6,2,0,Favourite,Draw,Draw,2,2.5,3.2,3,2.16,1.68,FavUnder,-1,2.2,-1,-1,0.68
ITALY,SERIAA,17/18,17/09/17,Away,Lazio,1,3,18,6,12,1,2,0,Genoa,0,2,5,4,10,2,1,0,Favourite,Win,Win,5,2,3.5,3.8,1.81,1.98,FavOver,1,-1,-1,0.81,-1
ITALY,SERIAA,17/18,17/09/17,Away,Juventus,1,3,14,6,13,4,2,0,Sassuolo,0,1,13,4,15,3,1,0,Favourite,Win,Win,4,1.45,4.33,7.5,1.88,1.91,FavOver,0.45,-1,-1,0.88,-1
