Country,League,Season,Date,Homeoraway,Team,TeamGoals,Opponent,OpponentGoals,Favourite,Result,TotalGoals,TeamOdds,DrawOdds,OpponentOdds,ResultBetWin,ResultBetDraw,ResultBetLose
SPAIN,LALIGA,20/21,2021/05/09,Away,Sevilla,2,Real Madrid,2,NotFavourite,Draw,4,3.75,3.75,1.9,-1,2.75,-1
GERMANY,BUND,20/21,2021/05/09,Home,FC Koln,1,Freiburg,4,Favourite,Lose,5,2,3.6,3.6,-1,-1,2.6
GERMANY,BUND,20/21,2021/05/09,Home,Ein Frankfurt,1,Mainz,1,Favourite,Draw,2,1.75,4.2,4,-1,3.2,-1
GERMANY,BUND,20/21,2021/05/09,Home,Hertha,0,Bielefeld,0,Favourite,Draw,0,1.83,3.6,4.33,-1,2.6,-1
GERMANY,BUND,20/21,2021/05/09,Away,Freiburg,4,FC Koln,1,NotFavourite,Win,5,3.6,3.6,2,2.6,-1,-1
GERMANY,BUND,20/21,2021/05/09,Away,Mainz,1,Ein Frankfurt,1,NotFavourite,Draw,2,4,4.2,1.75,-1,3.2,-1
GERMANY,BUND,20/21,2021/05/09,Away,Bielefeld,0,Hertha,0,NotFavourite,Draw,0,4.33,3.6,1.83,-1,2.6,-1
ENGLAND,PREM,20/21,2021/05/08,Home,Man City,1,Chelsea,2,Favourite,Lose,3,1.9,3.4,4.2,-1,-1,3.2
ENGLAND,PREM,20/21,2021/05/08,Away,Tottenham,1,Leeds,3,Favourite,Lose,4,2,3.8,3.4,-1,-1,2.4
ENGLAND,PREM,20/21,2021/05/08,Home,Sheffield United,0,Crystal Palace,2,NotFavourite,Lose,2,3,3.2,2.45,-1,-1,1.45
ENGLAND,PREM,20/21,2021/05/08,Away,Southampton,0,Liverpool,2,NotFavourite,Lose,2,11,6,1.25,-1,-1,0.25
ENGLAND,PREM,20/21,2021/05/08,Home,Leeds,3,Tottenham,1,NotFavourite,Win,4,3.4,3.8,2,2.4,-1,-1
ENGLAND,PREM,20/21,2021/05/08,Home,Liverpool,2,Southampton,0,Favourite,Win,2,1.25,6,11,0.25,-1,-1
ENGLAND,PREM,20/21,2021/05/08,Away,Crystal Palace,2,Sheffield United,0,Favourite,Win,2,2.45,3.2,3,1.45,-1,-1
ENGLAND,PREM,20/21,2021/05/08,Away,Chelsea,2,Man City,1,NotFavourite,Win,3,4.2,3.4,1.9,3.2,-1,-1
SPAIN,LALIGA,20/21,2021/05/08,Away,Huesca,1,Cadiz,2,Favourite,Lose,3,2.15,3.2,3.6,-1,-1,2.6
SPAIN,LALIGA,20/21,2021/05/08,Home,Alaves,2,Levante,2,Favourite,Draw,4,2.1,3.4,3.5,-1,2.4,-1
SPAIN,LALIGA,20/21,2021/05/08,Home,Barcelona,0,Ath Madrid,0,Favourite,Draw,0,1.75,3.8,4.5,-1,2.8,-1
SPAIN,LALIGA,20/21,2021/05/08,Home,Cadiz,2,Huesca,1,NotFavourite,Win,3,3.6,3.2,2.15,2.6,-1,-1
SPAIN,LALIGA,20/21,2021/05/08,Home,Ath Bilbao,2,Osasuna,2,Favourite,Draw,4,1.8,3.5,4.75,-1,2.5,-1
SPAIN,LALIGA,20/21,2021/05/08,Away,Levante,2,Alaves,2,NotFavourite,Draw,4,3.5,3.4,2.1,-1,2.4,-1
SPAIN,LALIGA,20/21,2021/05/08,Away,Ath Madrid,0,Barcelona,0,NotFavourite,Draw,0,4.5,3.8,1.75,-1,2.8,-1
SPAIN,LALIGA,20/21,2021/05/08,Away,Osasuna,2,Ath Bilbao,2,NotFavourite,Draw,4,4.75,3.5,1.8,-1,2.5,-1
GERMANY,BUND,20/21,2021/05/08,Away,RB Leipzig,2,Dortmund,3,NotFavourite,Lose,5,3.1,3.75,2.15,-1,-1,1.15
GERMANY,BUND,20/21,2021/05/08,Away,Union Berlin,0,Wolfsburg,3,NotFavourite,Lose,3,4.75,3.75,1.75,-1,-1,0.75
GERMANY,BUND,20/21,2021/05/08,Away,M'gladbach,0,Bayern Munich,6,NotFavourite,Lose,6,7.5,5.75,1.33,-1,-1,0.33
GERMANY,BUND,20/21,2021/05/08,Away,Schalke 04,2,Hoffenheim,4,NotFavourite,Lose,6,13,7,1.2,-1,-1,0.2
GERMANY,BUND,20/21,2021/05/08,Home,Dortmund,3,RB Leipzig,2,Favourite,Win,5,2.15,3.75,3.1,1.15,-1,-1
GERMANY,BUND,20/21,2021/05/08,Home,Hoffenheim,4,Schalke 04,2,Favourite,Win,6,1.2,7,13,0.2,-1,-1
GERMANY,BUND,20/21,2021/05/08,Home,Werder Bremen,0,Leverkusen,0,NotFavourite,Draw,0,4.33,3.75,1.8,-1,2.75,-1
GERMANY,BUND,20/21,2021/05/08,Home,Wolfsburg,3,Union Berlin,0,Favourite,Win,3,1.75,3.75,4.75,0.75,-1,-1
GERMANY,BUND,20/21,2021/05/08,Home,Bayern Munich,6,M'gladbach,0,Favourite,Win,6,1.33,5.75,7.5,0.33,-1,-1
GERMANY,BUND,20/21,2021/05/08,Away,Leverkusen,0,Werder Bremen,0,Favourite,Draw,0,1.8,3.75,4.33,-1,2.75,-1
ENGLAND,PREM,20/21,2021/05/07,Home,Leicester,2,Newcastle,4,Favourite,Lose,6,1.4,4.75,8,-1,-1,7
ENGLAND,PREM,20/21,2021/05/07,Away,Newcastle,4,Leicester,2,NotFavourite,Win,6,8,4.75,1.4,7,-1,-1
SPAIN,LALIGA,20/21,2021/05/07,Away,Elche,0,Sociedad,2,NotFavourite,Lose,2,8,4.1,1.45,-1,-1,0.45
SPAIN,LALIGA,20/21,2021/05/07,Home,Sociedad,2,Elche,0,Favourite,Win,2,1.45,4.1,8,0.45,-1,-1
GERMANY,BUND,20/21,2021/05/07,Away,Augsburg,1,Stuttgart,2,NotFavourite,Lose,3,3.1,3.5,2.2,-1,-1,1.2
GERMANY,BUND,20/21,2021/05/07,Home,Stuttgart,2,Augsburg,1,Favourite,Win,3,2.2,3.5,3.1,1.2,-1,-1
GERMANY,BUND,20/21,2021/05/06,Away,Freiburg,0,Hertha,3,NotFavourite,Lose,3,3.6,3.5,2,-1,-1,1
GERMANY,BUND,20/21,2021/05/06,Home,Hertha,3,Freiburg,0,Favourite,Win,3,2,3.5,3.6,1,-1,-1
ENGLAND,PREM,20/21,2021/05/03,Home,Burnley,1,West Ham,2,NotFavourite,Lose,3,3.1,3.6,2.2,-1,-1,1.2
ENGLAND,PREM,20/21,2021/05/03,Home,West Brom,1,Wolves,1,NotFavourite,Draw,2,2.9,3.2,2.5,-1,2.2,-1
ENGLAND,PREM,20/21,2021/05/03,Away,Wolves,1,West Brom,1,Favourite,Draw,2,2.5,3.2,2.9,-1,2.2,-1
ENGLAND,PREM,20/21,2021/05/03,Away,West Ham,2,Burnley,1,Favourite,Win,3,2.2,3.6,3.1,1.2,-1,-1
SPAIN,LALIGA,20/21,2021/05/03,Home,Sevilla,0,Ath Bilbao,1,Favourite,Lose,1,1.57,4,5.75,-1,-1,4.75
SPAIN,LALIGA,20/21,2021/05/03,Away,Ath Bilbao,1,Sevilla,0,NotFavourite,Win,1,5.75,4,1.57,4.75,-1,-1
GERMANY,BUND,20/21,2021/05/03,Home,Mainz,1,Hertha,1,Favourite,Draw,2,2.45,3.25,2.9,-1,2.25,-1
GERMANY,BUND,20/21,2021/05/03,Away,Hertha,1,Mainz,1,NotFavourite,Draw,2,2.9,3.25,2.45,-1,2.25,-1
ENGLAND,PREM,20/21,2021/05/02,Home,Newcastle,0,Arsenal,2,NotFavourite,Lose,2,3.6,3.6,2,-1,-1,1
ENGLAND,PREM,20/21,2021/05/02,Away,Sheffield United,0,Tottenham,4,NotFavourite,Lose,4,12,6,1.25,-1,-1,0.25
ENGLAND,PREM,20/21,2021/05/02,Home,Tottenham,4,Sheffield United,0,Favourite,Win,4,1.25,6,12,0.25,-1,-1
ENGLAND,PREM,20/21,2021/05/02,Away,Arsenal,2,Newcastle,0,Favourite,Win,2,2,3.6,3.6,1,-1,-1
SPAIN,LALIGA,20/21,2021/05/02,Home,Granada,0,Cadiz,1,Favourite,Lose,1,1.85,3.3,4.75,-1,-1,3.75
SPAIN,LALIGA,20/21,2021/05/02,Away,Getafe,0,Villarreal,1,NotFavourite,Lose,1,4.1,2.9,2.1,-1,-1,1.1
SPAIN,LALIGA,20/21,2021/05/02,Home,Valencia,2,Barcelona,3,NotFavourite,Lose,5,7,5.5,1.36,-1,-1,0.36
SPAIN,LALIGA,20/21,2021/05/02,Home,Valladolid,1,Betis,1,NotFavourite,Draw,2,3,3.5,2.3,-1,2.5,-1
SPAIN,LALIGA,20/21,2021/05/02,Home,Villarreal,1,Getafe,0,Favourite,Win,1,2.1,2.9,4.1,1.1,-1,-1
SPAIN,LALIGA,20/21,2021/05/02,Away,Betis,1,Valladolid,1,Favourite,Draw,2,2.3,3.5,3,-1,2.5,-1
SPAIN,LALIGA,20/21,2021/05/02,Away,Cadiz,1,Granada,0,NotFavourite,Win,1,4.75,3.3,1.85,3.75,-1,-1
SPAIN,LALIGA,20/21,2021/05/02,Away,Barcelona,3,Valencia,2,Favourite,Win,5,1.36,5.5,7,0.36,-1,-1
ENGLAND,PREM,20/21,2021/05/01,Home,Everton,1,Aston Villa,2,Favourite,Lose,3,1.95,3.6,3.8,-1,-1,2.8
ENGLAND,PREM,20/21,2021/05/01,Away,Leeds,0,Brighton,2,NotFavourite,Lose,2,3.5,3.5,2.05,-1,-1,1.05
ENGLAND,PREM,20/21,2021/05/01,Away,Fulham,0,Chelsea,2,NotFavourite,Lose,2,7.5,4.4,1.44,-1,-1,0.44
ENGLAND,PREM,20/21,2021/05/01,Home,Crystal Palace,0,Man City,2,NotFavourite,Lose,2,10,5,1.33,-1,-1,0.33
ENGLAND,PREM,20/21,2021/05/01,Home,Brighton,2,Leeds,0,Favourite,Win,2,2.05,3.5,3.5,1.05,-1,-1
ENGLAND,PREM,20/21,2021/05/01,Home,Chelsea,2,Fulham,0,Favourite,Win,2,1.44,4.4,7.5,0.44,-1,-1
ENGLAND,PREM,20/21,2021/05/01,Away,Man City,2,Crystal Palace,0,Favourite,Win,2,1.33,5,10,0.33,-1,-1
ENGLAND,PREM,20/21,2021/05/01,Away,Aston Villa,2,Everton,1,NotFavourite,Win,3,3.8,3.6,1.95,2.8,-1,-1
SPAIN,LALIGA,20/21,2021/05/01,Away,Sociedad,0,Huesca,1,Favourite,Lose,1,2,3.5,3.75,-1,-1,2.75
SPAIN,LALIGA,20/21,2021/05/01,Away,Alaves,0,Eibar,3,NotFavourite,Lose,3,3,3.1,2.5,-1,-1,1.5
SPAIN,LALIGA,20/21,2021/05/01,Home,Elche,0,Ath Madrid,1,NotFavourite,Lose,1,9,4.33,1.4,-1,-1,0.4
SPAIN,LALIGA,20/21,2021/05/01,Away,Osasuna,0,Real Madrid,2,NotFavourite,Lose,2,8.5,5,1.36,-1,-1,0.36
SPAIN,LALIGA,20/21,2021/05/01,Home,Eibar,3,Alaves,0,Favourite,Win,3,2.5,3.1,3,1.5,-1,-1
SPAIN,LALIGA,20/21,2021/05/01,Home,Huesca,1,Sociedad,0,NotFavourite,Win,1,3.75,3.5,2,2.75,-1,-1
SPAIN,LALIGA,20/21,2021/05/01,Home,Real Madrid,2,Osasuna,0,Favourite,Win,2,1.36,5,8.5,0.36,-1,-1
SPAIN,LALIGA,20/21,2021/05/01,Away,Ath Madrid,1,Elche,0,Favourite,Win,1,1.4,4.33,9,0.4,-1,-1
ENGLAND,PREM,20/21,2021/04/30,Home,Southampton,1,Leicester,1,NotFavourite,Draw,2,3.8,3.8,1.9,-1,2.8,-1
ENGLAND,PREM,20/21,2021/04/30,Away,Leicester,1,Southampton,1,Favourite,Draw,2,1.9,3.8,3.8,-1,2.8,-1
SPAIN,LALIGA,20/21,2021/04/30,Away,Levante,0,Celta,2,NotFavourite,Lose,2,4.33,3.75,1.8,-1,-1,0.8
SPAIN,LALIGA,20/21,2021/04/30,Home,Celta,2,Levante,0,Favourite,Win,2,1.8,3.75,4.33,0.8,-1,-1
SPAIN,LALIGA,20/21,2021/04/29,Home,Barcelona,1,Granada,2,Favourite,Lose,3,1.14,8,17,-1,-1,16
SPAIN,LALIGA,20/21,2021/04/29,Away,Granada,2,Barcelona,1,NotFavourite,Win,3,17,8,1.14,16,-1,-1
SPAIN,LALIGA,20/21,2021/04/28,Home,Ath Bilbao,2,Valladolid,2,Favourite,Draw,4,1.85,3.2,5,-1,2.2,-1
SPAIN,LALIGA,20/21,2021/04/28,Away,Valladolid,2,Ath Bilbao,2,NotFavourite,Draw,4,5,3.2,1.85,-1,2.2,-1
ENGLAND,PREM,20/21,2021/04/26,Away,Crystal Palace,1,Leicester,2,NotFavourite,Lose,3,8.5,4.33,1.4,-1,-1,0.4
ENGLAND,PREM,20/21,2021/04/26,Home,Leicester,2,Crystal Palace,1,Favourite,Win,3,1.4,4.33,8.5,0.4,-1,-1
SPAIN,LALIGA,20/21,2021/04/26,Home,Eibar,0,Sociedad,1,NotFavourite,Lose,1,4,3.6,1.85,-1,-1,0.85
SPAIN,LALIGA,20/21,2021/04/26,Away,Sociedad,1,Eibar,0,Favourite,Win,1,1.85,3.6,4,0.85,-1,-1
ENGLAND,PREM,20/21,2021/04/25,Home,Wolves,0,Burnley,4,Favourite,Lose,4,2,3.4,3.9,-1,-1,2.9
ENGLAND,PREM,20/21,2021/04/25,Home,Leeds,0,Man United,0,NotFavourite,Draw,0,4,4.2,1.75,-1,3.2,-1
ENGLAND,PREM,20/21,2021/04/25,Home,Aston Villa,2,West Brom,2,Favourite,Draw,4,1.85,3.6,4.2,-1,2.6,-1
ENGLAND,PREM,20/21,2021/04/25,Away,Burnley,4,Wolves,0,NotFavourite,Win,4,3.9,3.4,2,2.9,-1,-1
ENGLAND,PREM,20/21,2021/04/25,Away,Man United,0,Leeds,0,Favourite,Draw,0,1.75,4.2,4,-1,3.2,-1
ENGLAND,PREM,20/21,2021/04/25,Away,West Brom,2,Aston Villa,2,NotFavourite,Draw,4,4.2,3.6,1.85,-1,2.6,-1
SPAIN,LALIGA,20/21,2021/04/25,Away,Ath Madrid,1,Ath Bilbao,2,Favourite,Lose,3,1.85,3.5,4,-1,-1,3
SPAIN,LALIGA,20/21,2021/04/25,Home,Huesca,0,Getafe,2,Favourite,Lose,2,2.75,2.9,2.8,-1,-1,1.8
SPAIN,LALIGA,20/21,2021/04/25,Away,Osasuna,1,Celta,2,NotFavourite,Lose,3,3.25,3.3,2.2,-1,-1,1.2
SPAIN,LALIGA,20/21,2021/04/25,Home,Villarreal,1,Barcelona,2,NotFavourite,Lose,3,4.5,4.2,1.66,-1,-1,0.66
SPAIN,LALIGA,20/21,2021/04/25,Away,Granada,1,Sevilla,2,NotFavourite,Lose,3,7.5,4.75,1.4,-1,-1,0.4
SPAIN,LALIGA,20/21,2021/04/25,Home,Celta,2,Osasuna,1,Favourite,Win,3,2.2,3.3,3.25,1.2,-1,-1
SPAIN,LALIGA,20/21,2021/04/25,Home,Sevilla,2,Granada,1,Favourite,Win,3,1.4,4.75,7.5,0.4,-1,-1
SPAIN,LALIGA,20/21,2021/04/25,Home,Ath Bilbao,2,Ath Madrid,1,NotFavourite,Win,3,4,3.5,1.85,3,-1,-1
SPAIN,LALIGA,20/21,2021/04/25,Away,Getafe,2,Huesca,0,NotFavourite,Win,2,2.8,2.9,2.75,1.8,-1,-1
SPAIN,LALIGA,20/21,2021/04/25,Away,Barcelona,2,Villarreal,1,Favourite,Win,3,1.66,4.2,4.5,0.66,-1,-1
GERMANY,BUND,20/21,2021/04/25,Away,Bielefeld,0,M'gladbach,5,NotFavourite,Lose,5,5.25,4.2,1.6,-1,-1,0.6
GERMANY,BUND,20/21,2021/04/25,Away,Stuttgart,0,RB Leipzig,2,NotFavourite,Lose,2,7,5.5,1.36,-1,-1,0.36
GERMANY,BUND,20/21,2021/04/25,Home,RB Leipzig,2,Stuttgart,0,Favourite,Win,2,1.36,5.5,7,0.36,-1,-1
GERMANY,BUND,20/21,2021/04/25,Home,M'gladbach,5,Bielefeld,0,Favourite,Win,5,1.6,4.2,5.25,0.6,-1,-1
ENGLAND,PREM,20/21,2021/04/24,Away,Brighton,0,Sheffield United,1,Favourite,Lose,1,1.75,3.4,5.25,-1,-1,4.25
ENGLAND,PREM,20/21,2021/04/24,Home,West Ham,0,Chelsea,1,NotFavourite,Lose,1,4.75,3.6,1.75,-1,-1,0.75
ENGLAND,PREM,20/21,2021/04/24,Home,Liverpool,1,Newcastle,1,Favourite,Draw,2,1.22,6.5,12,-1,5.5,-1
ENGLAND,PREM,20/21,2021/04/24,Home,Sheffield United,1,Brighton,0,NotFavourite,Win,1,5.25,3.4,1.75,4.25,-1,-1
ENGLAND,PREM,20/21,2021/04/24,Away,Newcastle,1,Liverpool,1,NotFavourite,Draw,2,12,6.5,1.22,-1,5.5,-1
ENGLAND,PREM,20/21,2021/04/24,Away,Chelsea,1,West Ham,0,Favourite,Win,1,1.75,3.6,4.75,0.75,-1,-1
SPAIN,LALIGA,20/21,2021/04/24,Away,Levante,0,Elche,1,Favourite,Lose,1,2.6,3.2,2.7,-1,-1,1.7
SPAIN,LALIGA,20/21,2021/04/24,Home,Elche,1,Levante,0,NotFavourite,Win,1,2.7,3.2,2.6,1.7,-1,-1
SPAIN,LALIGA,20/21,2021/04/24,Home,Valladolid,1,Cadiz,1,Favourite,Draw,2,1.9,3.25,4.33,-1,2.25,-1
SPAIN,LALIGA,20/21,2021/04/24,Home,Valencia,1,Alaves,1,Favourite,Draw,2,2.1,3.25,3.6,-1,2.25,-1
SPAIN,LALIGA,20/21,2021/04/24,Home,Real Madrid,0,Betis,0,Favourite,Draw,0,1.45,4.75,6.5,-1,3.75,-1
SPAIN,LALIGA,20/21,2021/04/24,Away,Cadiz,1,Valladolid,1,NotFavourite,Draw,2,4.33,3.25,1.9,-1,2.25,-1
SPAIN,LALIGA,20/21,2021/04/24,Away,Alaves,1,Valencia,1,NotFavourite,Draw,2,3.6,3.25,2.1,-1,2.25,-1
SPAIN,LALIGA,20/21,2021/04/24,Away,Betis,0,Real Madrid,0,NotFavourite,Draw,0,6.5,4.75,1.45,-1,3.75,-1
GERMANY,BUND,20/21,2021/04/24,Away,Bayern Munich,1,Mainz,2,Favourite,Lose,3,1.3,5.5,9,-1,-1,8
GERMANY,BUND,20/21,2021/04/24,Home,Wolfsburg,0,Dortmund,2,NotFavourite,Lose,2,3,3.75,2.15,-1,-1,1.15
GERMANY,BUND,20/21,2021/04/24,Away,Ein Frankfurt,1,Leverkusen,3,NotFavourite,Lose,4,2.87,3.9,2.15,-1,-1,1.15
GERMANY,BUND,20/21,2021/04/24,Away,Werder Bremen,1,Union Berlin,3,NotFavourite,Lose,4,4.5,3.4,1.85,-1,-1,0.85
GERMANY,BUND,20/21,2021/04/24,Home,Freiburg,1,Hoffenheim,1,NotFavourite,Draw,2,2.7,3.5,2.45,-1,2.5,-1
GERMANY,BUND,20/21,2021/04/24,Home,Mainz,2,Bayern Munich,1,NotFavourite,Win,3,9,5.5,1.3,8,-1,-1
GERMANY,BUND,20/21,2021/04/24,Home,Union Berlin,3,Werder Bremen,1,Favourite,Win,4,1.85,3.4,4.5,0.85,-1,-1
GERMANY,BUND,20/21,2021/04/24,Home,Leverkusen,3,Ein Frankfurt,1,Favourite,Win,4,2.15,3.9,2.87,1.15,-1,-1
GERMANY,BUND,20/21,2021/04/24,Away,Hoffenheim,1,Freiburg,1,Favourite,Draw,2,2.45,3.5,2.7,-1,2.5,-1
GERMANY,BUND,20/21,2021/04/24,Away,Dortmund,2,Wolfsburg,0,Favourite,Win,2,2.15,3.75,3,1.15,-1,-1
ENGLAND,PREM,20/21,2021/04/23,Home,Arsenal,0,Everton,1,Favourite,Lose,1,2,3.5,3.75,-1,-1,2.75
ENGLAND,PREM,20/21,2021/04/23,Away,Everton,1,Arsenal,0,NotFavourite,Win,1,3.75,3.5,2,2.75,-1,-1
GERMANY,BUND,20/21,2021/04/23,Home,Augsburg,2,FC Koln,3,NotFavourite,Lose,5,2.87,3.3,2.45,-1,-1,1.45
GERMANY,BUND,20/21,2021/04/23,Away,FC Koln,3,Augsburg,2,Favourite,Win,5,2.45,3.3,2.87,1.45,-1,-1
ENGLAND,PREM,20/21,2021/04/22,Away,West Brom,0,Leicester,3,NotFavourite,Lose,3,6,3.8,1.53,-1,-1,0.53
ENGLAND,PREM,20/21,2021/04/22,Home,Leicester,3,West Brom,0,Favourite,Win,3,1.53,3.8,6,0.53,-1,-1
SPAIN,LALIGA,20/21,2021/04/22,Away,Eibar,1,Granada,4,NotFavourite,Lose,5,3.2,3.1,2.37,-1,-1,1.37
SPAIN,LALIGA,20/21,2021/04/22,Away,Celta,1,Sociedad,2,NotFavourite,Lose,3,4.1,3.5,1.9,-1,-1,0.9
SPAIN,LALIGA,20/21,2021/04/22,Away,Huesca,0,Ath Madrid,2,NotFavourite,Lose,2,9,4.75,1.36,-1,-1,0.36
SPAIN,LALIGA,20/21,2021/04/22,Away,Getafe,2,Barcelona,5,NotFavourite,Lose,7,13,5.75,1.25,-1,-1,0.25
SPAIN,LALIGA,20/21,2021/04/22,Home,Ath Madrid,2,Huesca,0,Favourite,Win,2,1.36,4.75,9,0.36,-1,-1
SPAIN,LALIGA,20/21,2021/04/22,Home,Granada,4,Eibar,1,Favourite,Win,5,2.37,3.1,3.2,1.37,-1,-1
SPAIN,LALIGA,20/21,2021/04/22,Home,Sociedad,2,Celta,1,Favourite,Win,3,1.9,3.5,4.1,0.9,-1,-1
SPAIN,LALIGA,20/21,2021/04/22,Home,Barcelona,5,Getafe,2,Favourite,Win,7,1.25,5.75,13,0.25,-1,-1
ENGLAND,PREM,20/21,2021/04/21,Away,Southampton,1,Tottenham,2,NotFavourite,Lose,3,4.5,3.8,1.75,-1,-1,0.75
ENGLAND,PREM,20/21,2021/04/21,Home,Aston Villa,1,Man City,2,NotFavourite,Lose,3,9,4.75,1.36,-1,-1,0.36
ENGLAND,PREM,20/21,2021/04/21,Home,Tottenham,2,Southampton,1,Favourite,Win,3,1.75,3.8,4.5,0.75,-1,-1
ENGLAND,PREM,20/21,2021/04/21,Away,Man City,2,Aston Villa,1,Favourite,Win,3,1.36,4.75,9,0.36,-1,-1
SPAIN,LALIGA,20/21,2021/04/21,Away,Villarreal,1,Alaves,2,Favourite,Lose,3,1.83,3.6,4.33,-1,-1,3.33
SPAIN,LALIGA,20/21,2021/04/21,Away,Valencia,1,Osasuna,3,NotFavourite,Lose,4,3.2,3.25,2.3,-1,-1,1.3
SPAIN,LALIGA,20/21,2021/04/21,Home,Levante,0,Sevilla,1,NotFavourite,Lose,1,5,4.2,1.61,-1,-1,0.61
SPAIN,LALIGA,20/21,2021/04/21,Home,Cadiz,0,Real Madrid,3,NotFavourite,Lose,3,9,4.75,1.36,-1,-1,0.36
SPAIN,LALIGA,20/21,2021/04/21,Home,Osasuna,3,Valencia,1,Favourite,Win,4,2.3,3.25,3.2,1.3,-1,-1
SPAIN,LALIGA,20/21,2021/04/21,Home,Betis,0,Ath Bilbao,0,Favourite,Draw,0,2.37,3.3,3,-1,2.3,-1
SPAIN,LALIGA,20/21,2021/04/21,Home,Alaves,2,Villarreal,1,NotFavourite,Win,3,4.33,3.6,1.83,3.33,-1,-1
SPAIN,LALIGA,20/21,2021/04/21,Home,Elche,1,Valladolid,1,NotFavourite,Draw,2,2.8,3,2.7,-1,2,-1
SPAIN,LALIGA,20/21,2021/04/21,Away,Sevilla,1,Levante,0,Favourite,Win,1,1.61,4.2,5,0.61,-1,-1
SPAIN,LALIGA,20/21,2021/04/21,Away,Ath Bilbao,0,Betis,0,NotFavourite,Draw,0,3,3.3,2.37,-1,2.3,-1
SPAIN,LALIGA,20/21,2021/04/21,Away,Valladolid,1,Elche,1,Favourite,Draw,2,2.7,3,2.8,-1,2,-1
SPAIN,LALIGA,20/21,2021/04/21,Away,Real Madrid,3,Cadiz,0,Favourite,Win,3,1.36,4.75,9,0.36,-1,-1
GERMANY,BUND,20/21,2021/04/21,Away,M'gladbach,2,Hoffenheim,3,Favourite,Lose,5,2.15,3.75,3.1,-1,-1,2.1
GERMANY,BUND,20/21,2021/04/21,Home,Werder Bremen,0,Mainz,1,NotFavourite,Lose,1,3.1,3.25,2.37,-1,-1,1.37
GERMANY,BUND,20/21,2021/04/21,Home,Stuttgart,1,Wolfsburg,3,NotFavourite,Lose,4,3.4,3.8,2,-1,-1,1
GERMANY,BUND,20/21,2021/04/21,Away,Union Berlin,0,Dortmund,2,NotFavourite,Lose,2,6.5,4.33,1.5,-1,-1,0.5
GERMANY,BUND,20/21,2021/04/21,Home,Dortmund,2,Union Berlin,0,Favourite,Win,2,1.5,4.33,6.5,0.5,-1,-1
GERMANY,BUND,20/21,2021/04/21,Home,Hoffenheim,3,M'gladbach,2,NotFavourite,Win,5,3.1,3.75,2.15,2.1,-1,-1
GERMANY,BUND,20/21,2021/04/21,Away,Wolfsburg,3,Stuttgart,1,Favourite,Win,4,2,3.8,3.4,1,-1,-1
GERMANY,BUND,20/21,2021/04/21,Away,Mainz,1,Werder Bremen,0,Favourite,Win,1,2.37,3.25,3.1,1.37,-1,-1
ENGLAND,PREM,20/21,2021/04/20,Home,Chelsea,0,Brighton,0,Favourite,Draw,0,1.57,4,6,-1,3,-1
ENGLAND,PREM,20/21,2021/04/20,Away,Brighton,0,Chelsea,0,NotFavourite,Draw,0,6,4,1.57,-1,3,-1
GERMANY,BUND,20/21,2021/04/20,Away,RB Leipzig,1,FC Koln,2,Favourite,Lose,3,1.4,4.75,8,-1,-1,7
GERMANY,BUND,20/21,2021/04/20,Away,Schalke 04,0,Bielefeld,1,NotFavourite,Lose,1,5.25,3.6,1.72,-1,-1,0.72
GERMANY,BUND,20/21,2021/04/20,Away,Augsburg,0,Ein Frankfurt,2,NotFavourite,Lose,2,7,4.75,1.44,-1,-1,0.44
GERMANY,BUND,20/21,2021/04/20,Away,Leverkusen,0,Bayern Munich,2,NotFavourite,Lose,2,7,5,1.4,-1,-1,0.4
GERMANY,BUND,20/21,2021/04/20,Home,FC Koln,2,RB Leipzig,1,NotFavourite,Win,3,8,4.75,1.4,7,-1,-1
GERMANY,BUND,20/21,2021/04/20,Home,Bayern Munich,2,Leverkusen,0,Favourite,Win,2,1.4,5,7,0.4,-1,-1
GERMANY,BUND,20/21,2021/04/20,Home,Bielefeld,1,Schalke 04,0,Favourite,Win,1,1.72,3.6,5.25,0.72,-1,-1
GERMANY,BUND,20/21,2021/04/20,Home,Ein Frankfurt,2,Augsburg,0,Favourite,Win,2,1.44,4.75,7,0.44,-1,-1
ENGLAND,PREM,20/21,2021/04/19,Home,Leeds,1,Liverpool,1,NotFavourite,Draw,2,4.5,4.33,1.66,-1,3.33,-1
ENGLAND,PREM,20/21,2021/04/19,Away,Liverpool,1,Leeds,1,Favourite,Draw,2,1.66,4.33,4.5,-1,3.33,-1
ENGLAND,PREM,20/21,2021/04/18,Away,Burnley,1,Man United,3,NotFavourite,Lose,4,9,5.25,1.33,-1,-1,0.33
ENGLAND,PREM,20/21,2021/04/18,Home,Arsenal,1,Fulham,1,Favourite,Draw,2,1.7,3.8,4.8,-1,2.8,-1
ENGLAND,PREM,20/21,2021/04/18,Home,Man United,3,Burnley,1,Favourite,Win,4,1.33,5.25,9,0.33,-1,-1
ENGLAND,PREM,20/21,2021/04/18,Away,Fulham,1,Arsenal,1,NotFavourite,Draw,2,4.8,3.8,1.7,-1,2.8,-1
SPAIN,LALIGA,20/21,2021/04/18,Home,Sociedad,1,Sevilla,2,NotFavourite,Lose,3,2.9,3.25,2.45,-1,-1,1.45
SPAIN,LALIGA,20/21,2021/04/18,Away,Huesca,0,Alaves,1,NotFavourite,Lose,1,3.25,3.1,2.37,-1,-1,1.37
