Country,League,Season,Date,Team,Homeoraway,TeamOdds,TeamScore,Opponent,OpponentOdds,OpponentScore,Result,Favourite,TotalScorePred,TotalScore,ResultBetWin,ResultBetLose,TotalfromPred,TeamWinPred,TeamScorePred,ScoredfromPred,OpponentWinPred,OpponentScorePred,ReceivedfromPred
USA,NBA,20/21,2021/02/01,Memphis Grizzlies,Away,2.48,133,San Antonio Spurs,1.58,102,Win,NotFavourite,220,235,1.48,-1,15,46%,109,24,54%,111,-9
USA,NBA,20/21,2021/02/01,Minnesota Timberwolves,Away,2.37,98,Cleveland Cavaliers,1.63,100,Lose,NotFavourite,218,198,-1,0.63,-20,33%,106,-8,67%,112,-12
USA,NBA,20/21,2021/02/01,New York Knicks,Away,2.41,102,Chicago Bulls,1.61,110,Lose,NotFavourite,215,212,-1,0.61,-3,49%,107,-5,51%,108,2
USA,NBA,20/21,2021/02/01,Phoenix Suns,Away,2.13,109,Dallas Mavericks,1.76,108,Win,NotFavourite,218,217,1.13,-1,-1,58%,111,-2,42%,107,1
USA,NBA,20/21,2021/02/01,Portland Trail Blazers,Away,4.96,106,Milwaukee Bucks,1.2,134,Lose,NotFavourite,239,240,-1,0.2,1,31%,116,-10,69%,123,11
USA,NBA,20/21,2021/02/01,Sacramento Kings,Away,2.19,118,New Orleans Pelicans,1.72,109,Win,NotFavourite,235,227,1.19,-1,-8,39%,115,3,61%,120,-11
USA,NBA,20/21,2021/02/01,Miami Heat,Home,1.32,121,Charlotte Hornets,3.58,129,Lose,Favourite,211,250,-1,2.58,39,56%,107,14,44%,104,25
USA,NBA,20/21,2021/02/01,Oklahoma City Thunder,Home,2.72,106,Houston Rockets,1.5,136,Lose,NotFavourite,218,242,-1,0.5,24,42%,107,-1,58%,111,25
USA,NBA,20/21,2021/02/01,Atlanta Hawks,Home,3.35,99,Los Angeles Lakers,1.35,107,Lose,NotFavourite,217,206,-1,0.35,-11,37%,106,-7,63%,111,-4
USA,NBA,20/21,2021/02/01,San Antonio Spurs,Home,1.58,102,Memphis Grizzlies,2.48,133,Lose,Favourite,220,235,-1,1.48,15,54%,111,-9,46%,109,24
USA,NBA,20/21,2021/02/01,Cleveland Cavaliers,Home,1.63,100,Minnesota Timberwolves,2.37,98,Win,Favourite,218,198,0.63,-1,-20,67%,112,-12,33%,106,-8
USA,NBA,20/21,2021/02/01,Chicago Bulls,Home,1.61,110,New York Knicks,2.41,102,Win,Favourite,215,212,0.61,-1,-3,51%,108,2,49%,107,-5
USA,NBA,20/21,2021/02/01,Dallas Mavericks,Home,1.76,108,Phoenix Suns,2.13,109,Lose,Favourite,218,217,-1,1.13,-1,42%,107,1,58%,111,-2
USA,NBA,20/21,2021/02/01,Milwaukee Bucks,Home,1.2,134,Portland Trail Blazers,4.96,106,Win,Favourite,239,240,0.2,-1,1,69%,123,11,31%,116,-10
USA,NBA,20/21,2021/02/01,New Orleans Pelicans,Home,1.72,109,Sacramento Kings,2.19,118,Lose,Favourite,235,227,-1,1.19,-8,61%,120,-11,39%,115,3
USA,NBA,20/21,2021/02/02,Boston Celtics,Away,1.71,111,Golden State Warriors,2.21,107,Win,Favourite,221,218,0.71,-1,-3,55%,112,-1,45%,109,-2
USA,NBA,20/21,2021/02/02,Detroit Pistons,Away,6.83,105,Utah Jazz,1.12,117,Lose,NotFavourite,218,222,-1,0.12,4,21%,104,1,79%,114,3
USA,NBA,20/21,2021/02/02,Los Angeles Clippers,Away,1.82,120,Brooklyn Nets,2.06,124,Lose,Favourite,233,244,-1,1.06,11,56%,118,2,44%,115,9
USA,NBA,20/21,2021/02/02,Memphis Grizzlies,Away,2.59,116,Indiana Pacers,1.54,134,Lose,NotFavourite,221,250,-1,0.54,29,49%,110,6,51%,111,23
USA,NBA,20/21,2021/02/02,Portland Trail Blazers,Away,2.28,132,Washington Wizards,1.67,121,Win,NotFavourite,0,253,1.28,-1,253,0%,0,132,0%,0,121
USA,NBA,20/21,2021/02/02,Toronto Raptors,Away,1.4,123,Orlando Magic,3.11,108,Win,Favourite,216,231,0.4,-1,15,67%,111,12,33%,105,3
USA,NBA,20/21,2021/02/02,Golden State Warriors,Home,2.21,107,Boston Celtics,1.71,111,Lose,NotFavourite,221,218,-1,0.71,-3,45%,109,-2,55%,112,-1
USA,NBA,20/21,2021/02/02,Utah Jazz,Home,1.12,117,Detroit Pistons,6.83,105,Win,Favourite,218,222,0.12,-1,4,79%,114,3,21%,104,1
USA,NBA,20/21,2021/02/02,Brooklyn Nets,Home,2.06,124,Los Angeles Clippers,1.82,120,Win,NotFavourite,233,244,1.06,-1,11,44%,115,9,56%,118,2
USA,NBA,20/21,2021/02/02,Indiana Pacers,Home,1.54,134,Memphis Grizzlies,2.59,116,Win,Favourite,221,250,0.54,-1,29,51%,111,23,49%,110,6
USA,NBA,20/21,2021/02/02,Washington Wizards,Home,1.67,121,Portland Trail Blazers,2.28,132,Lose,Favourite,0,253,-1,1.28,253,0%,0,121,0%,0,132
USA,NBA,20/21,2021/02/02,Orlando Magic,Home,3.11,108,Toronto Raptors,1.4,123,Lose,NotFavourite,216,231,-1,0.4,15,33%,105,3,67%,111,12
USA,NBA,20/21,2021/02/03,Boston Celtics,Away,1.97,111,Sacramento Kings,1.88,116,Lose,NotFavourite,231,227,-1,0.88,-4,67%,119,-8,33%,112,4
USA,NBA,20/21,2021/02/03,Dallas Mavericks,Away,1.79,122,Atlanta Hawks,2.1,116,Win,Favourite,221,238,0.79,-1,17,38%,108,14,62%,113,3
USA,NBA,20/21,2021/02/03,Houston Rockets,Away,1.38,87,Oklahoma City Thunder,3.22,104,Lose,Favourite,218,191,-1,2.22,-27,58%,111,-24,42%,107,-3
USA,NBA,20/21,2021/02/03,Indiana Pacers,Away,4.26,110,Milwaukee Bucks,1.24,130,Lose,NotFavourite,234,240,-1,0.24,6,34%,114,-4,66%,120,10
USA,NBA,20/21,2021/02/03,Los Angeles Clippers,Away,1.24,121,Cleveland Cavaliers,4.27,99,Win,Favourite,213,220,0.24,-1,7,76%,111,10,24%,102,-3
USA,NBA,20/21,2021/02/03,Minnesota Timberwolves,Away,3.56,108,San Antonio Spurs,1.32,111,Lose,NotFavourite,225,219,-1,0.32,-6,20%,107,1,80%,118,-7
USA,NBA,20/21,2021/02/03,New York Knicks,Away,2.02,107,Chicago Bulls,1.84,103,Win,NotFavourite,215,210,1.02,-1,-5,49%,107,0,51%,108,-5
USA,NBA,20/21,2021/02/03,Philadelphia 76ers,Away,1.34,118,Charlotte Hornets,3.43,111,Win,Favourite,220,229,0.34,-1,9,59%,112,6,41%,108,3
USA,NBA,20/21,2021/02/03,Phoenix Suns,Away,1.7,101,New Orleans Pelicans,2.25,123,Lose,Favourite,220,224,-1,1.25,4,59%,112,-11,41%,108,15
USA,NBA,20/21,2021/02/03,Washington Wizards,Away,4.32,103,Miami Heat,1.24,100,Win,NotFavourite,223,203,3.32,-1,-20,36%,109,-6,64%,114,-14
USA,NBA,20/21,2021/02/03,Sacramento Kings,Home,1.88,116,Boston Celtics,1.97,111,Win,Favourite,231,227,0.88,-1,-4,33%,112,4,67%,119,-8
USA,NBA,20/21,2021/02/03,Atlanta Hawks,Home,2.1,116,Dallas Mavericks,1.79,122,Lose,NotFavourite,221,238,-1,0.79,17,62%,113,3,38%,108,14
USA,NBA,20/21,2021/02/03,Oklahoma City Thunder,Home,3.22,104,Houston Rockets,1.38,87,Win,NotFavourite,218,191,2.22,-1,-27,42%,107,-3,58%,111,-24
USA,NBA,20/21,2021/02/03,Milwaukee Bucks,Home,1.24,130,Indiana Pacers,4.26,110,Win,Favourite,234,240,0.24,-1,6,66%,120,10,34%,114,-4
USA,NBA,20/21,2021/02/03,Cleveland Cavaliers,Home,4.27,99,Los Angeles Clippers,1.24,121,Lose,NotFavourite,213,220,-1,0.24,7,24%,102,-3,76%,111,10
USA,NBA,20/21,2021/02/03,San Antonio Spurs,Home,1.32,111,Minnesota Timberwolves,3.56,108,Win,Favourite,225,219,0.32,-1,-6,80%,118,-7,20%,107,1
USA,NBA,20/21,2021/02/03,Chicago Bulls,Home,1.84,103,New York Knicks,2.02,107,Lose,Favourite,215,210,-1,1.02,-5,51%,108,-5,49%,107,0
USA,NBA,20/21,2021/02/03,Charlotte Hornets,Home,3.43,111,Philadelphia 76ers,1.34,118,Lose,NotFavourite,220,229,-1,0.34,9,41%,108,3,59%,112,6
USA,NBA,20/21,2021/02/03,New Orleans Pelicans,Home,2.25,123,Phoenix Suns,1.7,101,Win,NotFavourite,220,224,1.25,-1,4,41%,108,15,59%,112,-11
USA,NBA,20/21,2021/02/03,Miami Heat,Home,1.24,100,Washington Wizards,4.32,103,Lose,Favourite,223,203,-1,3.32,-20,64%,114,-14,36%,109,-6
USA,NBA,20/21,2021/02/04,Denver Nuggets,Away,2.66,93,Los Angeles Lakers,1.52,114,Lose,NotFavourite,220,207,-1,0.52,-13,35%,107,-14,65%,113,1
USA,NBA,20/21,2021/02/04,Golden State Warriors,Away,2.52,147,Dallas Mavericks,1.57,116,Win,NotFavourite,223,263,1.52,-1,40,49%,111,36,51%,112,4
USA,NBA,20/21,2021/02/04,Houston Rockets,Away,2.42,115,Memphis Grizzlies,1.61,103,Win,NotFavourite,212,218,1.42,-1,6,40%,104,11,60%,108,-5
USA,NBA,20/21,2021/02/04,Portland Trail Blazers,Away,4.93,121,Philadelphia 76ers,1.2,105,Win,NotFavourite,231,226,3.93,-1,-5,37%,113,8,63%,118,-13
USA,NBA,20/21,2021/02/04,Utah Jazz,Away,1.2,112,Atlanta Hawks,4.88,91,Win,Favourite,219,203,0.2,-1,-16,62%,112,0,38%,107,-16
USA,NBA,20/21,2021/02/04,Los Angeles Lakers,Home,1.52,114,Denver Nuggets,2.66,93,Win,Favourite,220,207,0.52,-1,-13,65%,113,1,35%,107,-14
USA,NBA,20/21,2021/02/04,Dallas Mavericks,Home,1.57,116,Golden State Warriors,2.52,147,Lose,Favourite,223,263,-1,1.52,40,51%,112,4,49%,111,36
USA,NBA,20/21,2021/02/04,Memphis Grizzlies,Home,1.61,103,Houston Rockets,2.42,115,Lose,Favourite,212,218,-1,1.42,6,60%,108,-5,40%,104,11
USA,NBA,20/21,2021/02/04,Philadelphia 76ers,Home,1.2,105,Portland Trail Blazers,4.93,121,Lose,Favourite,231,226,-1,3.93,-5,63%,118,-13,37%,113,8
USA,NBA,20/21,2021/02/04,Atlanta Hawks,Home,4.88,91,Utah Jazz,1.2,112,Lose,NotFavourite,219,203,-1,0.2,-16,38%,107,-16,62%,112,0
USA,NBA,20/21,2021/02/05,Boston Celtics,Away,2.85,119,Los Angeles Clippers,1.46,115,Win,NotFavourite,217,234,1.85,-1,17,35%,106,13,65%,111,4
USA,NBA,20/21,2021/02/05,Chicago Bulls,Away,1.75,119,Orlando Magic,2.15,123,Lose,Favourite,226,242,-1,1.15,16,59%,115,4,41%,111,12
USA,NBA,20/21,2021/02/05,Detroit Pistons,Away,3.85,92,Phoenix Suns,1.29,109,Lose,NotFavourite,217,201,-1,0.29,-16,31%,105,-13,69%,112,-3
USA,NBA,20/21,2021/02/05,Milwaukee Bucks,Away,1.17,123,Cleveland Cavaliers,5.53,105,Win,Favourite,226,228,0.17,-1,2,72%,117,6,28%,109,-4
USA,NBA,20/21,2021/02/05,Minnesota Timberwolves,Away,1.74,106,Oklahoma City Thunder,2.17,103,Win,Favourite,222,209,0.74,-1,-13,34%,108,-2,66%,114,-11
USA,NBA,20/21,2021/02/05,New Orleans Pelicans,Away,2.05,114,Indiana Pacers,1.82,113,Win,NotFavourite,227,227,1.05,-1,0,38%,111,3,62%,116,-3
USA,NBA,20/21,2021/02/05,Toronto Raptors,Away,2.89,123,Brooklyn Nets,1.45,117,Win,NotFavourite,235,240,1.89,-1,5,38%,115,8,62%,120,-3
USA,NBA,20/21,2021/02/05,Utah Jazz,Away,1.29,138,Charlotte Hornets,3.82,121,Win,Favourite,216,259,0.29,-1,43,71%,112,26,29%,104,17
USA,NBA,20/21,2021/02/05,Washington Wizards,Away,3.27,95,Miami Heat,1.37,122,Lose,NotFavourite,223,217,-1,0.37,-6,36%,109,-14,64%,114,8
USA,NBA,20/21,2021/02/05,Los Angeles Clippers,Home,1.46,115,Boston Celtics,2.85,119,Lose,Favourite,217,234,-1,1.85,17,65%,111,4,35%,106,13
USA,NBA,20/21,2021/02/05,Orlando Magic,Home,2.15,123,Chicago Bulls,1.75,119,Win,NotFavourite,226,242,1.15,-1,16,41%,111,12,59%,115,4
USA,NBA,20/21,2021/02/05,Phoenix Suns,Home,1.29,109,Detroit Pistons,3.85,92,Win,Favourite,217,201,0.29,-1,-16,69%,112,-3,31%,105,-13
USA,NBA,20/21,2021/02/05,Cleveland Cavaliers,Home,5.53,105,Milwaukee Bucks,1.17,123,Lose,NotFavourite,226,228,-1,0.17,2,28%,109,-4,72%,117,6
USA,NBA,20/21,2021/02/05,Oklahoma City Thunder,Home,2.17,103,Minnesota Timberwolves,1.74,106,Lose,NotFavourite,222,209,-1,0.74,-13,66%,114,-11,34%,108,-2
USA,NBA,20/21,2021/02/05,Indiana Pacers,Home,1.82,113,New Orleans Pelicans,2.05,114,Lose,Favourite,227,227,-1,1.05,0,62%,116,-3,38%,111,3
USA,NBA,20/21,2021/02/05,Brooklyn Nets,Home,1.45,117,Toronto Raptors,2.89,123,Lose,Favourite,235,240,-1,1.89,5,62%,120,-3,38%,115,8
USA,NBA,20/21,2021/02/05,Charlotte Hornets,Home,3.82,121,Utah Jazz,1.29,138,Lose,NotFavourite,216,259,-1,0.29,43,29%,104,17,71%,112,26
USA,NBA,20/21,2021/02/05,Miami Heat,Home,1.37,122,Washington Wizards,3.27,95,Win,Favourite,223,217,0.37,-1,-6,64%,114,8,36%,109,-14
USA,NBA,20/21,2021/02/06,Brooklyn Nets,Away,3.1,108,Philadelphia 76ers,1.42,124,Lose,NotFavourite,238,232,-1,0.42,-6,47%,118,-10,53%,120,4
USA,NBA,20/21,2021/02/06,Chicago Bulls,Away,1.84,118,Orlando Magic,2.02,92,Win,Favourite,226,210,0.84,-1,-16,59%,115,3,41%,111,-19
USA,NBA,20/21,2021/02/06,Denver Nuggets,Away,1.78,114,Sacramento Kings,2.12,119,Lose,Favourite,235,233,-1,1.12,-2,67%,121,-7,33%,114,5
USA,NBA,20/21,2021/02/06,Detroit Pistons,Away,9,129,Los Angeles Lakers,1.08,135,Lose,NotFavourite,214,264,-1,0.08,50,20%,102,27,80%,112,23
USA,NBA,20/21,2021/02/06,Golden State Warriors,Away,2.56,132,Dallas Mavericks,1.56,134,Lose,NotFavourite,223,266,-1,0.56,43,49%,111,21,51%,112,22
USA,NBA,20/21,2021/02/06,Memphis Grizzlies,Away,1.9,109,New Orleans Pelicans,1.95,118,Lose,Favourite,221,227,-1,0.95,6,58%,112,-3,42%,109,9
USA,NBA,20/21,2021/02/06,Milwaukee Bucks,Away,1.18,124,Cleveland Cavaliers,5.19,99,Win,Favourite,226,223,0.18,-1,-3,72%,117,7,28%,109,-10
USA,NBA,20/21,2021/02/06,Minnesota Timberwolves,Away,2.07,118,Oklahoma City Thunder,1.81,120,Lose,NotFavourite,222,238,-1,0.81,16,34%,108,10,66%,114,6
USA,NBA,20/21,2021/02/06,Portland Trail Blazers,Away,1.86,99,New York Knicks,2,110,Lose,Favourite,215,209,-1,1,-6,49%,107,-8,51%,108,2
USA,NBA,20/21,2021/02/06,San Antonio Spurs,Away,2,111,Houston Rockets,1.86,106,Win,NotFavourite,221,217,1,-1,-4,52%,111,0,48%,110,-4
USA,NBA,20/21,2021/02/06,Toronto Raptors,Away,1.85,121,Atlanta Hawks,2.05,132,Lose,Favourite,221,253,-1,1.05,32,42%,109,12,58%,112,20
USA,NBA,20/21,2021/02/06,Philadelphia 76ers,Home,1.42,124,Brooklyn Nets,3.1,108,Win,Favourite,238,232,0.42,-1,-6,53%,120,4,47%,118,-10
USA,NBA,20/21,2021/02/06,Orlando Magic,Home,2.02,92,Chicago Bulls,1.84,118,Lose,NotFavourite,226,210,-1,0.84,-16,41%,111,-19,59%,115,3
USA,NBA,20/21,2021/02/06,Sacramento Kings,Home,2.12,119,Denver Nuggets,1.78,114,Win,NotFavourite,235,233,1.12,-1,-2,33%,114,5,67%,121,-7
USA,NBA,20/21,2021/02/06,Los Angeles Lakers,Home,1.08,135,Detroit Pistons,9,129,Win,Favourite,214,264,0.08,-1,50,80%,112,23,20%,102,27
USA,NBA,20/21,2021/02/06,Dallas Mavericks,Home,1.56,134,Golden State Warriors,2.56,132,Win,Favourite,223,266,0.56,-1,43,51%,112,22,49%,111,21
USA,NBA,20/21,2021/02/06,New Orleans Pelicans,Home,1.95,118,Memphis Grizzlies,1.9,109,Win,NotFavourite,221,227,0.95,-1,6,42%,109,9,58%,112,-3
USA,NBA,20/21,2021/02/06,Cleveland Cavaliers,Home,5.19,99,Milwaukee Bucks,1.18,124,Lose,NotFavourite,226,223,-1,0.18,-3,28%,109,-10,72%,117,7
USA,NBA,20/21,2021/02/06,Oklahoma City Thunder,Home,1.81,120,Minnesota Timberwolves,2.07,118,Win,Favourite,222,238,0.81,-1,16,66%,114,6,34%,108,10
USA,NBA,20/21,2021/02/06,New York Knicks,Home,2,110,Portland Trail Blazers,1.86,99,Win,NotFavourite,215,209,1,-1,-6,51%,108,2,49%,107,-8
USA,NBA,20/21,2021/02/06,Houston Rockets,Home,1.86,106,San Antonio Spurs,2,111,Lose,Favourite,221,217,-1,1,-4,48%,110,-4,52%,111,0
USA,NBA,20/21,2021/02/06,Atlanta Hawks,Home,2.05,132,Toronto Raptors,1.85,121,Win,NotFavourite,221,253,1.05,-1,32,58%,112,20,42%,109,12
USA,NBA,20/21,2021/02/07,Boston Celtics,Away,2.21,91,Phoenix Suns,1.72,100,Lose,NotFavourite,215,191,-1,0.72,-24,48%,107,-16,52%,108,-8
USA,NBA,20/21,2021/02/07,Miami Heat,Away,1.46,109,New York Knicks,2.84,103,Win,Favourite,201,212,0.46,-1,11,49%,100,9,51%,101,2
USA,NBA,20/21,2021/02/07,Sacramento Kings,Away,3.9,113,Los Angeles Clippers,1.28,110,Win,NotFavourite,230,223,2.9,-1,-7,23%,110,3,77%,120,-10
USA,NBA,20/21,2021/02/07,Utah Jazz,Away,1.5,103,Indiana Pacers,2.71,95,Win,Favourite,224,198,0.5,-1,-26,66%,115,-12,34%,109,-14
USA,NBA,20/21,2021/02/07,Washington Wizards,Away,1.86,97,Charlotte Hornets,2,119,Lose,Favourite,0,216,-1,1,216,0%,0,97,0%,0,119
USA,NBA,20/21,2021/02/07,Phoenix Suns,Home,1.72,100,Boston Celtics,2.21,91,Win,Favourite,215,191,0.72,-1,-24,52%,108,-8,48%,107,-16
USA,NBA,20/21,2021/02/07,New York Knicks,Home,2.84,103,Miami Heat,1.46,109,Lose,NotFavourite,201,212,-1,0.46,11,51%,101,2,49%,100,9
USA,NBA,20/21,2021/02/07,Los Angeles Clippers,Home,1.28,110,Sacramento Kings,3.9,113,Lose,Favourite,230,223,-1,2.9,-7,77%,120,-10,23%,110,3
USA,NBA,20/21,2021/02/07,Indiana Pacers,Home,2.71,95,Utah Jazz,1.5,103,Lose,NotFavourite,224,198,-1,0.5,-26,34%,109,-14,66%,115,-12
USA,NBA,20/21,2021/02/07,Charlotte Hornets,Home,2,119,Washington Wizards,1.86,97,Win,NotFavourite,0,216,1,-1,216,0%,0,119,0%,0,97
USA,NBA,20/21,2021/02/08,Cleveland Cavaliers,Away,2.91,113,Phoenix Suns,1.44,119,Lose,NotFavourite,208,232,-1,0.44,24,21%,99,14,79%,109,10
USA,NBA,20/21,2021/02/08,Golden State Warriors,Away,2.02,100,San Antonio Spurs,1.85,105,Lose,NotFavourite,227,205,-1,0.85,-22,45%,112,-12,55%,115,-10
USA,NBA,20/21,2021/02/08,Houston Rockets,Away,1.82,94,Charlotte Hornets,2.05,119,Lose,Favourite,216,213,-1,1.05,-3,54%,109,-15,46%,107,12
USA,NBA,20/21,2021/02/08,Milwaukee Bucks,Away,1.75,125,Denver Nuggets,2.17,112,Win,Favourite,237,237,0.75,-1,0,61%,121,4,39%,116,-4
USA,NBA,20/21,2021/02/08,Minnesota Timberwolves,Away,4.82,122,Dallas Mavericks,1.2,127,Lose,NotFavourite,225,249,-1,0.2,24,30%,109,13,70%,116,11
USA,NBA,20/21,2021/02/08,Oklahoma City Thunder,Away,5.15,112,Los Angeles Lakers,1.18,119,Lose,NotFavourite,214,231,-1,0.18,17,16%,101,11,84%,113,6
USA,NBA,20/21,2021/02/08,Toronto Raptors,Away,1.69,128,Memphis Grizzlies,2.24,113,Win,Favourite,219,241,0.69,-1,22,48%,109,19,52%,110,3
USA,NBA,20/21,2021/02/08,Washington Wizards,Away,2.58,105,Chicago Bulls,1.54,101,Win,NotFavourite,238,206,1.58,-1,-32,35%,116,-11,65%,122,-21
USA,NBA,20/21,2021/02/08,Phoenix Suns,Home,1.44,119,Cleveland Cavaliers,2.91,113,Win,Favourite,208,232,0.44,-1,24,79%,109,10,21%,99,14
USA,NBA,20/21,2021/02/08,San Antonio Spurs,Home,1.85,105,Golden State Warriors,2.02,100,Win,Favourite,227,205,0.85,-1,-22,55%,115,-10,45%,112,-12
USA,NBA,20/21,2021/02/08,Charlotte Hornets,Home,2.05,119,Houston Rockets,1.82,94,Win,NotFavourite,216,213,1.05,-1,-3,46%,107,12,54%,109,-15
USA,NBA,20/21,2021/02/08,Denver Nuggets,Home,2.17,112,Milwaukee Bucks,1.75,125,Lose,NotFavourite,237,237,-1,0.75,0,39%,116,-4,61%,121,4
USA,NBA,20/21,2021/02/08,Dallas Mavericks,Home,1.2,127,Minnesota Timberwolves,4.82,122,Win,Favourite,225,249,0.2,-1,24,70%,116,11,30%,109,13
USA,NBA,20/21,2021/02/08,Los Angeles Lakers,Home,1.18,119,Oklahoma City Thunder,5.15,112,Win,Favourite,214,231,0.18,-1,17,84%,113,6,16%,101,11
USA,NBA,20/21,2021/02/08,Memphis Grizzlies,Home,2.24,113,Toronto Raptors,1.69,128,Lose,NotFavourite,219,241,-1,0.69,22,52%,110,3,48%,109,19
USA,NBA,20/21,2021/02/08,Chicago Bulls,Home,1.54,101,Washington Wizards,2.58,105,Lose,Favourite,238,206,-1,1.58,-32,65%,122,-21,35%,116,-11
USA,NBA,20/21,2021/02/09,Boston Celtics,Away,2.85,108,Utah Jazz,1.46,122,Lose,NotFavourite,220,230,-1,0.46,10,33%,107,1,67%,113,9
USA,NBA,20/21,2021/02/09,Brooklyn Nets,Away,1.44,111,Detroit Pistons,2.94,122,Lose,Favourite,236,233,-1,1.94,-3,58%,120,-9,42%,116,6
USA,NBA,20/21,2021/02/09,Golden State Warriors,Away,1.83,114,San Antonio Spurs,2.04,91,Win,Favourite,227,205,0.83,-1,-22,45%,112,2,55%,115,-24
USA,NBA,20/21,2021/02/09,Houston Rockets,Away,3.17,101,New Orleans Pelicans,1.39,130,Lose,NotFavourite,223,231,-1,0.39,8,50%,112,-11,50%,111,19
USA,NBA,20/21,2021/02/09,New York Knicks,Away,3.01,96,Miami Heat,1.42,98,Lose,NotFavourite,199,194,-1,0.42,-5,43%,98,-2,57%,101,-3
USA,NBA,20/21,2021/02/09,Orlando Magic,Away,3.08,97,Portland Trail Blazers,1.4,106,Lose,NotFavourite,224,203,-1,0.4,-21,27%,108,-11,73%,116,-10
USA,NBA,20/21,2021/02/09,Philadelphia 76ers,Away,1.52,119,Sacramento Kings,2.64,111,Win,Favourite,231,230,0.52,-1,-1,61%,118,1,39%,113,-2
USA,NBA,20/21,2021/02/09,Utah Jazz,Home,1.46,122,Boston Celtics,2.85,108,Win,Favourite,220,230,0.46,-1,10,67%,113,9,33%,107,1
USA,NBA,20/21,2021/02/09,Detroit Pistons,Home,2.94,122,Brooklyn Nets,1.44,111,Win,NotFavourite,236,233,1.94,-1,-3,42%,116,6,58%,120,-9
USA,NBA,20/21,2021/02/09,San Antonio Spurs,Home,2.04,91,Golden State Warriors,1.83,114,Lose,NotFavourite,227,205,-1,0.83,-22,55%,115,-24,45%,112,2
USA,NBA,20/21,2021/02/09,New Orleans Pelicans,Home,1.39,130,Houston Rockets,3.17,101,Win,Favourite,223,231,0.39,-1,8,50%,111,19,50%,112,-11
USA,NBA,20/21,2021/02/09,Miami Heat,Home,1.42,98,New York Knicks,3.01,96,Win,Favourite,199,194,0.42,-1,-5,57%,101,-3,43%,98,-2
USA,NBA,20/21,2021/02/09,Portland Trail Blazers,Home,1.4,106,Orlando Magic,3.08,97,Win,Favourite,224,203,0.4,-1,-21,73%,116,-10,27%,108,-11
USA,NBA,20/21,2021/02/09,Sacramento Kings,Home,2.64,111,Philadelphia 76ers,1.52,119,Lose,NotFavourite,231,230,-1,0.52,-1,39%,113,-2,61%,118,1
USA,NBA,20/21,2021/02/10,Atlanta Hawks,Away,2.41,117,Dallas Mavericks,1.61,118,Lose,NotFavourite,226,235,-1,0.61,9,53%,114,3,47%,112,6
USA,NBA,20/21,2021/02/10,Charlotte Hornets,Away,2.23,114,Memphis Grizzlies,1.7,130,Lose,NotFavourite,219,244,-1,0.7,25,39%,107,7,61%,112,18
USA,NBA,20/21,2021/02/10,Cleveland Cavaliers,Away,4.8,95,Denver Nuggets,1.2,133,Lose,NotFavourite,218,228,-1,0.2,10,21%,104,-9,79%,114,19
USA,NBA,20/21,2021/02/10,Indiana Pacers,Away,1.85,94,Brooklyn Nets,2.01,104,Lose,Favourite,240,198,-1,1.01,-42,41%,118,-24,59%,122,-18
USA,NBA,20/21,2021/02/10,Los Angeles Clippers,Away,1.25,119,Minnesota Timberwolves,4.26,112,Win,Favourite,221,231,0.25,-1,10,83%,117,2,17%,104,8
USA,NBA,20/21,2021/02/10,Milwaukee Bucks,Away,1.6,124,Phoenix Suns,2.44,125,Lose,Favourite,225,249,-1,1.44,24,63%,115,9,37%,110,15
USA,NBA,20/21,2021/02/10,New Orleans Pelicans,Away,1.72,116,Chicago Bulls,2.2,129,Lose,Favourite,231,245,-1,1.2,14,49%,115,1,51%,116,13
USA,NBA,20/21,2021/02/10,Oklahoma City Thunder,Away,6.85,113,Los Angeles Lakers,1.12,114,Lose,NotFavourite,214,227,-1,0.12,13,16%,101,12,84%,113,1
USA,NBA,20/21,2021/02/10,Toronto Raptors,Away,1.47,137,Washington Wizards,2.79,115,Win,Favourite,233,252,0.47,-1,19,66%,120,17,34%,113,2
USA,NBA,20/21,2021/02/10,Dallas Mavericks,Home,1.61,118,Atlanta Hawks,2.41,117,Win,Favourite,226,235,0.61,-1,9,47%,112,6,53%,114,3
USA,NBA,20/21,2021/02/10,Memphis Grizzlies,Home,1.7,130,Charlotte Hornets,2.23,114,Win,Favourite,219,244,0.7,-1,25,61%,112,18,39%,107,7
USA,NBA,20/21,2021/02/10,Denver Nuggets,Home,1.2,133,Cleveland Cavaliers,4.8,95,Win,Favourite,218,228,0.2,-1,10,79%,114,19,21%,104,-9
USA,NBA,20/21,2021/02/10,Brooklyn Nets,Home,2.01,104,Indiana Pacers,1.85,94,Win,NotFavourite,240,198,1.01,-1,-42,59%,122,-18,41%,118,-24
USA,NBA,20/21,2021/02/10,Minnesota Timberwolves,Home,4.26,112,Los Angeles Clippers,1.25,119,Lose,NotFavourite,221,231,-1,0.25,10,17%,104,8,83%,117,2
USA,NBA,20/21,2021/02/10,Phoenix Suns,Home,2.44,125,Milwaukee Bucks,1.6,124,Win,NotFavourite,225,249,1.44,-1,24,37%,110,15,63%,115,9
USA,NBA,20/21,2021/02/10,Chicago Bulls,Home,2.2,129,New Orleans Pelicans,1.72,116,Win,NotFavourite,231,245,1.2,-1,14,51%,116,13,49%,115,1
